,full_text,sentiment,insight
1976,Free Palestine 🇵🇸,Positive,supportPalestine
1977,This is what the Free Palestine movement stands for Violence in the name of violence,Negative,supportPalestine
1978,And if you need further proof of why the other 51 Muslim Arab countries refuse to help Palestinians when they pull their shenanigans against Israel here is a personal testimony of someone who lived through it (barely) Palestine released heII on earth to the people in Lebanon…,Positive,religionFight
1979,Apparently walking whilst supporting liberation for Palestine with a lapel badge is antisemitic now,Positive,supportPalestine
1980,Wrong The Palestinians are occupied by an aggressive Apartheid system Zionism is Nazism One State One People One Palestine,Negative,conflict
1981,Israël est le diable: Elle va finir par disparaitre Comme ca l humanité vivra plus heureuse et en harmonie Pour le bien de nous tous on doit arrêter Israel Toujours Free Palestine Et tôt ou tard tu gagneras Hamas est née de la résistance Il y aura toujours une Hamas,Negative,supportPalestine
1982,tahu tapi selalu twitter dia ni banyak condemn israel tu cam pelik sikit,Negative,conflict
1983,I stand with Palestine🇵🇸,Neutral,supportPalestine
1984,KAN BABE Member rilek salam tangan hell apanya Kalau tak ketor dah tangan badan2 dia Media memang bodo cnn bbc tu CNN Clown Netahnyahu Nazi Bbc Bodo bahlol club ,Negative,suffering
1985,only one side forced black jewish women to take contraceptive without their consent only one side protects the pedophile jewish men hint: im not talking about palestine,Negative,religionFight
1986,My prayers for Palestine,Neutral,conflict
1987,Qui compte les morts en Palestine ,Neutral,conflict
1988,And we all know what Hamas does They kidnap rape torture burn alive decapitate as well as plain old murder There is no peace in Palestine with Hamas in power Its up to Palestinians to overthrow Hamas that is their only chance,Negative,peace
1989,When,Neutral,wonder
1990,No calamity befalls a person unless there is a blessing from God in it ImamHassanAskari It is the chosen people of Palestine who are victimized unjustly to unite the world to get rid of the 1948 Covid Gazabombing ,Positive,conflict
1991,Ppl are protesting in street pro Palestine Bc they know the truth behind the massacres thats justified by the western government in the name of self defense this isnt new theres been ongoing incidences of human right abuses that people notice and west gov turn blind eye to,Negative,conflict
1992,Because zionists dont believe in any religion did you see how they are treating Jews in Palestine,Neutral,religionFight
1993,I dont support palestine what do you mean ,Negative,supportPalestine
1994,Israel Palestine war ishaanza kuboo sasa haibambi tena smh,Negative,war
1995,&amp is sending aid to Palestine= HamasTerrorists from taxpayers hardearned money No of peace for him Palestine is a religious issueThey dont want Jews on earthThats d agendaWho r they kidding Give them a free Palestine theyll still go after Jews,Positive,peace
1996,the invasion of Palestine has not started now Today Palestinians live in apartheid ,Neutral,conflict
1997,HISTORY PALESTINE GAZA ISRAEL,Neutral,historyTalk
1998,A KASHMIRI GIRL: When i asked them why they killed my father they ashamedly laughed at me A PALESTINE BOY: O Allah take my life so that i can EAT in paradise A SYRAIN GIRL: I will go and tell my lord everything,Neutral,religionFight
1999,Visuals of Israeli warplanes strike Jabalia northern Gaza Strip last night IsraelHamasWar GazaGenocide PalestineGenocide IsraelGazaWar GazaAttack Palestine Hamas Isarel Gaza Israelunderattack IsarelPaleastineWar ,Negative,selfdefend
2000,I liked how you carefully explained both sides of complicated Israel Palestine relations (or not) We need to hear from a leader who can alleviate divisive rhetoric,Positive,wonder
2001,Allah help palestine,Positive,religionFight
2002,And you are the first to be arrested for zooming your camera on such a petty accident in the compare with what israel is doing now in Gaza Free Palestine and free the democracy🇵🇸 ,Negative,supportPalestine
2003,Ses chie s ils sont eu que 1400 dont 300 militaire et 200 policiers donc coco cest 800 civils et parmi eux ya 300 fetard qui sont venue fêter en disant a mort Palestine donc en réalité seulement 500 et encore il doit avoir des salaud dans le tas,Neutral,conflict
2004,STOP this violence These are holy people and the church is a holy place of worship Palestine ,Negative,peace
2005,Please share the reference of the verse where it is mentioned Palestine will be free and prosperous again InshaAllah,Positive,supportPalestine
2006,Palestine will be free A large grave that cant be even seen any other place except Palestine ,Positive,supportPalestine
2007,: In light of the horrific violence of the past weeks allow me to express my most sincere condolences to the 1000s of families in Israel Palestine &amp across the globe who r in mourning shock &amp profound pain This includes the families of 35 UN staff killed in Gaza,Negative,war
2008,According to the militant group Israel continue to reject receiving the civilian hostages only The question here is why And Why do they heavily bomb the area where hostages are held Is it possibly that most of these hostages will just reaffirm this lady stance as a hostage ,Negative,wonder
2009,Whats wrong with you people The world is at war people are dying in Palestine and youre still discussing IMRAN KHAN and Nawaz Sharif Our demand should be that if any politician wants a vote they have to do something for Palestine And where is our so called great army ,Negative,supportPalestine
2010,Dua for Palestine say Ameen ,Neutral,conflict
2011,Facts: Jordan and Egypt controlled Palestine for decades Jews Christians Muslims and other faiths currently live in peace in Israel right now ,Positive,peace
2012,Mark maybe you mean well but peace cannot exist while Hamas is still at large Israel spent the past 17 years defending its innocent civilians from Hamas on October 7th we all saw the full extent of terror Palestine needs to be free from Hamas first then we can have peace,Positive,peace
2013,4/4 India must keep its options open veteran Seshadri Vasan suggested India USA Pentagon AUKUS IndoPacific Biden Israel Palestine Ukraine Navy Putin Beijing NewDelhi WashingtonState Pacific ChinaSea XiJinping,Neutral,conflict
2014,Kita ni byk sangat berpuak puak Pastu puak yang ni terpaling palestine lah yang ni terpaling bagus lah Mcm mcm ssh sangat ke nak lapang dada mana bagus ambil padahal MATLAMATNYA SAMA Pastu yg bawah bawah ni dok kritik pastu gaduh sesama sendiri Penat ah,Neutral,conflict
2015,palestine is precious and it deserves all of our blood subhanallah @ the strength of the palestinian people how how ,Positive,wonder
2016,2/4 It must be noted Chinas material wherewithal largely outstrips the material capacity of any of Washingtons strategic rivals stated Gill India USA Pentagon AUKUS IndoPacific Biden Israel Palestine Ukraine Navy Putin Beijing,Neutral,conflict
2017,العالم ينتفض لاجل اطفال فلسطين غزةتستغيث GazaGenocide Palestine,Neutral,conflict
2018,Israel did not exists back then If people wants their land back and attack the oppressor do you call it terrorism Imagine Isarel as Palestine and Palestine as Isarel How would you feel Palestine just want their land back and stop Israeli oppressions ,Negative,peace
2019,fuck palestine ,Negative,conflict
2020,Im not a leftist Im a trump supporter and Catholic and I side with Palestine Jews can move back to Europe they have money,Positive,religionFight
2021,La Palestine qui pense être un pays ,Neutral,conflict
2022,He is basically saying that they invited all the killings and bloodletting A disgusting view wrapped up in faux bonhomie of Awww Im not blaming Palestine Im just sayin they both at fault,Negative,conflict
